titre,genre,editeur,date_sortie,prix_eur,gratuit,note_positive_pct,nb_avis,avis_positifs,avis_negatifs,windows,mac,linux
Final Dawn V,Platformer,Team17,2024-06-08,0.0,True,61,258,157,101,True,False,False
Crystal Wars,Sandbox,THQ Nordic,2019-02-20,19.99,False,58,329,190,139,True,False,False
Ancient Dawn,Horror,Sega,2020-04-12,19.99,False,90,110,99,11,True,True,False
Cyber World II,Adventure,Indie Dev,2016-08-01,3.21,False,74,442,327,115,True,True,True
Final Craft IV,Sports,Capcom,2020-10-08,49.99,False,89,883,785,98,True,False,False
Storm Souls II,Puzzle,Ubisoft,2016-10-14,39.99,False,56,743,416,327,True,False,False
Brave Craft,Action,Bandai Namco,2023-02-25,69.99,False,63,210,132,78,True,False,False
Iron Saga,Sandbox,Capcom,2022-11-16,69.99,False,55,1844,1014,830,True,False,True
Iron Wars,Simulation,Capcom,2017-12-21,59.99,False,84,636,534,102,True,True,False
Star Craft V,Sandbox,Bandai Namco,2022-11-09,69.99,False,88,586,515,71,True,True,True
Iron World IV Complete Edition,Sports,Bandai Namco,2016-08-12,59.99,False,49,642,314,328,True,False,False
Neon Forge V,Platformer,Ubisoft,2021-07-25,69.99,False,72,140,100,40,True,False,True
Brave Knight IV GOTY,Platformer,Indie Dev,2024-03-25,1.94,False,96,534,512,22,True,False,False
Ancient Protocol,Strategy,Team17,2016-02-01,19.99,False,74,901,666,235,True,False,False
Neon Core V,Puzzle,Annapurna,2018-04-06,29.99,False,74,94,69,25,True,True,False
Star Legends IV,Indie,Square Enix,2021-01-20,39.99,False,41,423,173,250,True,False,False
Dragon Strike,Platformer,Focus Entertainment,2022-10-17,24.99,False,49,578,283,295,True,False,False
Lost Souls,Puzzle,Paradox Interactive,2021-06-09,4.99,False,74,417,308,109,True,False,False
Neon Forge III,Adventure,Devolver Digital,2024-08-02,24.99,False,79,1924,1519,405,True,False,False
Lost Legacy,Puzzle,Focus Entertainment,2023-07-19,14.99,False,45,718,323,395,True,True,False
Final Souls IV,Adventure,Bandai Namco,2023-02-10,49.99,False,56,462,258,204,True,False,True
Cyber Legends Remastered,Indie,Valve,2019-04-11,0.0,True,47,948,445,503,True,True,False
Brave Legacy Remastered,Action,Team17,2014-09-05,29.99,False,89,1121,997,124,True,True,True
Lost Legacy III,Racing,Indie Dev,2021-07-11,0.3,False,71,86,61,25,True,False,False
Star Hunter II,RPG,505 Games,2017-02-25,14.99,False,50,895,447,448,True,True,True
Lost Saga III,Casual,Devolver Digital,2017-07-02,14.99,False,70,395,276,119,True,False,False
Brave Legends V,RPG,Square Enix,2021-11-11,39.99,False,84,705,592,113,True,False,False
Brave Quest IV,Sports,Electronic Arts,2019-08-20,59.99,False,50,1182,591,591,True,False,False
Star Strike,Indie,Paradox Interactive,2023-11-04,19.99,False,81,1418,1148,270,True,False,False
Ancient Protocol II,Simulation,Devolver Digital,2023-07-12,4.99,False,62,446,276,170,True,True,False
Shadow Knight,Horror,Valve,2017-05-13,29.99,False,91,312,283,29,True,True,False
Cyber Craft V,Puzzle,Focus Entertainment,2014-04-28,29.99,False,78,438,341,97,True,True,False
Cyber Knight,Adventure,Valve,2014-06-10,24.99,False,53,6570,3482,3088,True,False,False
Neon Wars IV,Racing,THQ Nordic,2024-07-05,24.99,False,60,92,55,37,True,True,False
Storm Dawn,Adventure,Team17,2022-02-17,19.99,False,74,244,180,64,True,False,False
Neon Legacy,Platformer,Electronic Arts,2015-08-01,59.99,False,52,2523,1311,1212,True,True,True
Storm Saga V,Action,Ubisoft,2021-01-20,59.99,False,58,146,84,62,True,False,False
Lost Legends III Remastered,Sandbox,Devolver Digital,2014-02-20,24.99,False,69,130,89,41,True,True,False
Cyber Wars,RPG,THQ Nordic,2018-12-02,19.99,False,78,110,85,25,True,False,True
Star Protocol,Horror,Ubisoft,2011-12-06,39.99,False,87,294,255,39,True,False,False
Dragon Protocol Deluxe,Simulation,Paradox Interactive,2018-11-04,19.99,False,72,133,95,38,True,True,False
Wild Protocol Remastered,Sandbox,THQ Nordic,2022-01-28,9.99,False,63,3240,2041,1199,True,False,False
Star World,Horror,Sega,2014-07-03,19.99,False,83,98,81,17,True,True,False
Neon Core V,Simulation,Valve,2021-02-26,14.99,False,94,126,118,8,True,False,False
Dark Knight II,Platformer,Focus Entertainment,2022-12-11,24.99,False,86,3336,2868,468,True,False,False
Lost Protocol,Racing,Electronic Arts,2024-09-10,39.99,False,33,1380,455,925,True,False,False
Shadow Forge III,Action,THQ Nordic,2024-08-24,14.99,False,71,348,247,101,True,True,False
Last Hunter,Simulation,Paradox Interactive,2017-02-21,4.99,False,63,313,197,116,True,True,False
Iron Strike V,Strategy,THQ Nordic,2021-05-18,4.99,False,94,60,56,4,True,False,False
Brave Legacy,Simulation,Square Enix,2018-12-06,39.99,False,42,211,88,123,True,False,True
Star Legacy II,Sandbox,Paradox Interactive,2019-02-08,4.99,False,57,180,102,78,True,False,False
Shadow Hunter III,Sandbox,Square Enix,2020-10-01,49.99,False,60,212,127,85,True,True,False
Dragon Saga III,RPG,505 Games,2018-05-06,29.99,False,63,195,122,73,True,False,False
Storm Core II,Strategy,Ubisoft,2020-04-09,69.99,False,72,1030,741,289,True,True,False
Neon Strike,Sports,Valve,2023-10-20,29.99,False,77,2844,2189,655,True,False,False
Cyber Saga III,FPS,Devolver Digital,2022-11-18,19.99,False,87,3696,3215,481,True,False,False
Brave Hunter,FPS,Devolver Digital,2022-06-17,0.0,True,64,1058,677,381,True,True,False
Ancient Craft,Adventure,Indie Dev,2020-09-04,4.57,False,80,823,658,165,True,False,False
Final Knight,Horror,Annapurna,2020-10-18,29.99,False,57,965,550,415,True,False,False
Dark Hunter II,Horror,Devolver Digital,2021-03-17,14.99,False,71,872,619,253,True,False,False
Brave Protocol,Racing,Indie Dev,2019-04-05,15.49,False,67,56,37,19,True,True,False
Cyber Hunter,Sports,Sega,2021-08-18,0.0,True,59,452,266,186,True,True,False
Storm Saga,Racing,Focus Entertainment,2023-06-03,19.99,False,75,502,376,126,True,False,False
Crystal Knight,Horror,THQ Nordic,2021-11-20,14.99,False,94,61,57,4,True,True,False
Final Protocol IV Remastered,Simulation,Electronic Arts,2018-05-17,59.99,False,92,972,894,78,True,True,False
Final Knight III Remastered,Sandbox,Bandai Namco,2021-10-08,39.99,False,96,386,370,16,True,False,False
Wild Wars II,Simulation,Annapurna,2019-11-25,19.99,False,71,385,273,112,True,False,False
Wild World II,Adventure,THQ Nordic,2019-01-27,19.99,False,80,197,157,40,True,False,False
Dragon Saga II GOTY,Platformer,Annapurna,2015-09-09,24.99,False,89,660,587,73,True,True,False
Dragon Legends,Casual,Bandai Namco,2014-10-20,69.99,False,55,15,8,7,True,False,True
Lost World V,Action,Capcom,2014-06-23,39.99,False,60,422,253,169,True,False,False
Ancient Legacy III,FPS,Valve,2020-09-01,9.99,False,56,1845,1033,812,True,True,True
Lost World III,Casual,Sega,2021-05-25,24.99,False,75,70,52,18,True,False,False
Lost World V,RPG,Bandai Namco,2021-10-05,69.99,False,53,220,116,104,True,True,False
Iron Forge V Complete Edition,RPG,Sega,2015-01-10,4.99,False,88,534,469,65,True,True,False
Star Legacy Remastered,Sandbox,Capcom,2014-04-20,59.99,False,65,13,8,5,True,True,True
Brave Forge V,Action,Sega,2016-07-08,14.99,False,79,156,123,33,True,True,False
Lost Legends,Indie,Electronic Arts,2017-02-03,49.99,False,89,447,397,50,True,True,False
Iron Craft IV,Horror,Capcom,2012-12-08,69.99,False,90,177,159,18,True,False,False
Last Saga,Horror,Devolver Digital,2011-05-03,19.99,False,24,58,13,45,True,True,True
Iron Saga V,Strategy,Electronic Arts,2018-09-06,69.99,False,55,3222,1772,1450,True,False,False
Wild Strike,Action,Electronic Arts,2023-11-16,39.99,False,89,2292,2039,253,True,False,False
Iron Souls,Indie,Paradox Interactive,2019-08-19,9.99,False,67,1079,722,357,True,False,False
Neon Protocol Deluxe,Puzzle,Sega,2013-02-08,4.99,False,58,435,252,183,True,True,True
Storm Souls IV,Simulation,Devolver Digital,2015-12-04,14.99,False,89,404,359,45,True,False,False
Wild Wars,Strategy,505 Games,2023-05-17,29.99,False,78,386,301,85,True,True,False
Crystal Dawn,Sandbox,Capcom,2018-09-28,49.99,False,61,707,431,276,True,False,False
Last Wars,Sports,Devolver Digital,2023-04-22,9.99,False,71,788,559,229,True,False,False
Ancient Core,Casual,THQ Nordic,2024-07-03,19.99,False,41,238,97,141,True,False,True
Dragon Protocol,Indie,Focus Entertainment,2021-01-15,0.0,True,61,37,22,15,True,False,False
Star Core IV,Platformer,Focus Entertainment,2023-08-25,14.99,False,64,902,577,325,True,True,True
Storm World,Casual,Bandai Namco,2020-11-20,69.99,False,35,174,60,114,True,False,False
Brave Strike V,FPS,505 Games,2017-11-24,19.99,False,85,315,267,48,True,False,True
Final Quest,Platformer,Square Enix,2022-08-03,39.99,False,55,634,348,286,True,False,False
Wild Protocol,Indie,Devolver Digital,2022-03-09,0.0,True,76,350,266,84,True,False,False
Cyber Craft,Action,Bandai Namco,2013-08-05,59.99,False,70,710,497,213,True,False,False
Ancient Wars,FPS,Sega,2015-07-22,4.99,False,60,363,217,146,True,False,False
Last Wars,Platformer,Valve,2012-08-27,4.99,False,70,1161,812,349,True,False,False
Neon Souls Remastered,Strategy,505 Games,2019-06-20,9.99,False,64,164,104,60,True,False,False
Shadow Knight V,Puzzle,Devolver Digital,2022-06-03,19.99,False,83,1134,941,193,True,True,False
Ancient Forge III,Indie,Bandai Namco,2021-10-06,69.99,False,47,244,114,130,True,False,False
Iron Core IV,FPS,Focus Entertainment,2022-03-28,9.99,False,76,630,478,152,True,False,True
Cyber Quest IV,Strategy,Capcom,2021-11-22,59.99,False,74,412,304,108,True,False,True
Neon Quest,Simulation,Team17,2019-08-10,19.99,False,67,518,347,171,True,False,False
Dark Strike III,Action,Team17,2023-02-09,19.99,False,35,828,289,539,True,True,False
Star Knight,Simulation,Paradox Interactive,2018-09-06,0.0,True,64,721,461,260,True,False,False
Lost Wars IV,Sports,Focus Entertainment,2014-02-15,24.99,False,86,146,125,21,True,False,False
Lost Hunter,Puzzle,THQ Nordic,2023-07-24,24.99,False,74,442,327,115,True,True,True
Shadow Protocol,Adventure,Focus Entertainment,2013-02-09,14.99,False,94,384,360,24,True,False,False
Brave World V,Platformer,Valve,2017-11-26,19.99,False,74,2316,1713,603,True,False,True
Dragon Saga V,Horror,Focus Entertainment,2023-09-20,24.99,False,80,1768,1414,354,True,True,False
Cyber Legacy V,Adventure,505 Games,2021-03-09,24.99,False,97,46,44,2,True,False,False
Last Strike III,Racing,Paradox Interactive,2021-12-10,9.99,False,72,256,184,72,True,False,False
Last Core,Sports,Annapurna,2022-11-05,0.0,True,40,458,183,275,True,False,False
Dark Wars,Adventure,Devolver Digital,2017-11-14,24.99,False,46,101,46,55,True,False,True
Neon Core,Simulation,Valve,2019-12-28,0.0,True,80,921,736,185,True,False,False
Last Forge,Racing,Sega,2017-08-04,19.99,False,56,217,121,96,True,False,False
Shadow Legends,Horror,Indie Dev,2021-01-19,14.82,False,55,259,142,117,True,False,False
Iron Souls Remastered,Platformer,Annapurna,2017-04-10,0.0,True,74,1356,1003,353,True,False,True
Cyber World,Action,Focus Entertainment,2021-02-19,24.99,False,55,107,58,49,True,False,False
Wild Legends,Horror,Bandai Namco,2018-06-26,39.99,False,87,424,368,56,True,False,False
Storm Hunter GOTY,Indie,Capcom,2021-05-15,59.99,False,49,25,12,13,True,False,False
Dark Legends V,Casual,Capcom,2014-10-02,59.99,False,66,1155,762,393,True,True,False
Ancient Legends,Horror,Ubisoft,2018-04-28,39.99,False,90,751,675,76,True,False,False
Final Legends V,Platformer,Focus Entertainment,2020-08-14,4.99,False,71,156,110,46,True,False,False
Last Strike V Remastered,Platformer,Valve,2022-12-07,24.99,False,80,1860,1488,372,True,True,True
Storm Hunter III,Sports,Sega,2020-10-26,4.99,False,69,136,93,43,True,True,False
Dark Wars IV,Sandbox,Electronic Arts,2012-03-17,69.99,False,71,4503,3197,1306,True,False,False
Storm Legends III,Sports,Focus Entertainment,2022-02-24,14.99,False,84,866,727,139,True,False,True
Dragon Strike III,Simulation,Team17,2014-07-09,9.99,False,69,875,603,272,True,True,False
Shadow Legends,Indie,Paradox Interactive,2014-11-03,0.0,True,45,227,102,125,True,False,False
Brave Wars,FPS,Paradox Interactive,2018-05-13,0.0,True,54,351,189,162,True,True,False
Ancient Protocol II,Platformer,Indie Dev,2024-02-27,9.85,False,86,562,483,79,True,False,False
Crystal Core IV GOTY,Casual,Sega,2019-12-14,4.99,False,80,21,16,5,True,False,False
Dragon Core V,Simulation,Valve,2014-12-07,9.99,False,46,84,38,46,True,False,False
Lost Wars,RPG,Square Enix,2021-07-25,69.99,False,53,690,365,325,True,False,False
Dark Saga,Puzzle,Capcom,2017-08-28,59.99,False,64,93,59,34,True,False,True
Brave Hunter III,Simulation,Team17,2020-08-21,0.0,True,64,192,122,70,True,True,False
Brave Knight IV Deluxe,Puzzle,Electronic Arts,2020-07-17,39.99,False,79,105,82,23,True,False,True
Brave Protocol III,Puzzle,Valve,2021-06-20,0.0,True,56,819,458,361,True,False,False
Final Wars IV,Puzzle,Electronic Arts,2018-03-19,59.99,False,93,279,259,20,True,False,False
Star Hunter,Puzzle,Paradox Interactive,2020-03-24,14.99,False,71,400,284,116,True,False,True
Last Dawn,Action,THQ Nordic,2021-06-05,14.99,False,86,66,56,10,True,False,False
Last Strike IV,Puzzle,Valve,2021-12-25,24.99,False,98,249,244,5,True,False,True
Dragon Strike IV,Simulation,Paradox Interactive,2024-04-22,19.99,False,66,2136,1409,727,True,False,False
Shadow Hunter V,Horror,Focus Entertainment,2016-08-15,24.99,False,94,351,329,22,True,False,False
Cyber Protocol,Sandbox,Team17,2017-02-13,14.99,False,59,574,338,236,True,False,False
Neon Dawn,Puzzle,505 Games,2018-09-12,14.99,False,91,111,101,10,True,False,False
Ancient Dawn,Strategy,Square Enix,2012-12-20,49.99,False,91,636,578,58,True,False,False
Lost Forge Complete Edition,Horror,Sega,2023-03-05,4.99,False,92,710,653,57,True,False,False
Cyber Legends V,Simulation,Indie Dev,2019-04-21,6.74,False,71,175,124,51,True,False,False
Last Souls,Horror,Focus Entertainment,2022-08-19,9.99,False,77,176,135,41,True,False,False
Dark Protocol,Sports,Valve,2022-12-22,14.99,False,75,66,49,17,True,True,True
Iron World,Action,Valve,2022-09-02,19.99,False,49,2700,1323,1377,True,False,False
Cyber Forge,Simulation,Ubisoft,2022-09-11,69.99,False,84,1188,997,191,True,True,False
Shadow Hunter,Action,Team17,2021-10-04,29.99,False,60,36,21,15,True,False,False
Shadow Knight II,Indie,Indie Dev,2019-10-18,13.41,False,65,273,177,96,True,False,True
Neon Quest II,Puzzle,Paradox Interactive,2018-09-25,24.99,False,78,262,204,58,True,False,True
Final Strike,Sandbox,THQ Nordic,2021-12-02,0.0,True,48,358,171,187,True,False,True
Lost Souls,Strategy,Annapurna,2020-05-06,0.0,True,32,453,144,309,True,True,False
Brave Souls IV,Casual,Annapurna,2023-04-08,9.99,False,99,280,277,3,True,False,True
Brave World,Simulation,Indie Dev,2022-07-25,2.57,False,77,3316,2553,763,True,True,False
Ancient World IV Deluxe,Strategy,Annapurna,2019-02-14,4.99,False,81,761,616,145,True,False,False
Dragon Forge,Adventure,Devolver Digital,2017-10-23,19.99,False,67,529,354,175,True,True,True
Wild Hunter II,Horror,Devolver Digital,2014-09-15,19.99,False,85,967,821,146,True,True,False
Wild Strike III,Racing,Electronic Arts,2013-11-22,39.99,False,87,1077,936,141,True,False,False
Brave Legends II,Horror,Paradox Interactive,2022-06-25,14.99,False,77,294,226,68,True,False,False
Iron Legacy III,Platformer,Devolver Digital,2011-12-14,9.99,False,51,130,66,64,True,False,False
Dragon Protocol,Simulation,Team17,2024-06-09,14.99,False,54,934,504,430,True,False,False
Lost Protocol III Remastered,Strategy,Valve,2022-10-08,9.99,False,76,630,478,152,True,False,False
Dragon Souls,Sports,Sega,2020-01-07,4.99,False,63,176,110,66,True,True,False
Final Core IV,RPG,Ubisoft,2020-09-03,39.99,False,88,725,638,87,True,True,False
Lost World,Simulation,Square Enix,2020-12-15,39.99,False,55,171,94,77,True,False,True
Iron Strike IV,Indie,Capcom,2019-06-19,49.99,False,91,152,138,14,True,False,False
Ancient Knight IV,Puzzle,Valve,2019-03-13,9.99,False,84,666,559,107,True,False,False
Lost World,Simulation,Valve,2019-10-07,0.0,True,50,615,307,308,True,True,False
Wild Core,Action,Indie Dev,2022-11-08,17.54,False,80,2736,2188,548,True,False,False
Star Forge V Remastered,Strategy,Indie Dev,2017-11-26,3.78,False,80,488,390,98,True,False,False
Iron Forge V,Racing,505 Games,2018-11-16,14.99,False,91,116,105,11,True,False,False
Neon Protocol,FPS,Square Enix,2019-09-03,39.99,False,76,694,527,167,True,False,False
Brave Core,Racing,Focus Entertainment,2013-05-11,4.99,False,79,284,224,60,True,False,False
Cyber Quest Complete Edition,Puzzle,Bandai Namco,2015-07-03,69.99,False,85,814,691,123,True,False,False
Final Strike III,Casual,Sega,2017-12-26,14.99,False,75,359,269,90,True,False,True
Crystal Craft,Adventure,505 Games,2024-03-13,24.99,False,35,1342,469,873,True,False,False
Cyber Souls,Sandbox,Devolver Digital,2010-02-24,19.99,False,54,933,503,430,True,False,False
Storm World,Strategy,Square Enix,2016-04-05,49.99,False,53,470,249,221,True,True,False
Storm Dawn IV,RPG,Devolver Digital,2022-08-04,4.99,False,75,1646,1234,412,True,True,True
Iron Craft III,Sandbox,Valve,2024-01-10,14.99,False,55,1068,587,481,True,False,False
Crystal Knight III,Horror,Focus Entertainment,2023-02-07,0.0,True,46,2054,944,1110,True,True,False
Neon Hunter,Horror,Devolver Digital,2021-05-17,4.99,False,88,604,531,73,True,False,False
Wild Hunter GOTY,Strategy,Paradox Interactive,2020-01-07,19.99,False,57,2208,1258,950,True,False,False
Storm Hunter III,Sports,Annapurna,2013-06-01,14.99,False,60,1643,985,658,True,True,False
Dragon Legacy IV,Strategy,Ubisoft,2021-11-14,69.99,False,68,220,149,71,True,False,False
Last Forge IV,Strategy,Capcom,2019-03-28,59.99,False,87,361,314,47,True,False,False
Iron Quest,Simulation,Bandai Namco,2017-07-04,69.99,False,80,223,178,45,True,True,False
Ancient Souls II,Sports,Square Enix,2024-09-16,59.99,False,60,92,55,37,True,True,False
Dragon Quest V,RPG,Focus Entertainment,2020-02-02,9.99,False,61,1169,713,456,True,False,False
Dragon Hunter,FPS,Square Enix,2015-07-15,69.99,False,82,350,287,63,True,False,True
Crystal Wars V,Racing,THQ Nordic,2018-03-01,9.99,False,87,22,19,3,True,False,False
Iron Craft,Platformer,Paradox Interactive,2020-12-22,9.99,False,94,190,178,12,True,False,False
Shadow Legends III,RPG,Indie Dev,2022-02-03,10.3,False,95,3648,3465,183,True,True,True
Neon Saga IV,RPG,Team17,2020-08-18,14.99,False,80,1455,1164,291,True,False,False
Shadow Quest IV,Action,Capcom,2019-05-08,69.99,False,84,548,460,88,True,True,False
Cyber Forge,Horror,Capcom,2023-09-27,69.99,False,78,438,341,97,True,False,False
Dark Wars,Adventure,Paradox Interactive,2020-09-13,19.99,False,58,215,124,91,True,False,True
Ancient Dawn IV,Simulation,Sega,2022-11-26,4.99,False,50,116,58,58,True,False,False
Brave Legends V,Platformer,THQ Nordic,2012-11-16,4.99,False,84,38,31,7,True,False,True
Neon World,Action,Capcom,2021-12-07,59.99,False,81,258,208,50,True,False,True
Crystal Forge,Indie,Focus Entertainment,2024-05-24,14.99,False,55,1310,720,590,True,True,False
Final Souls,Adventure,Ubisoft,2016-09-20,39.99,False,97,323,313,10,True,False,False
Final Knight IV Remastered,Sandbox,Annapurna,2023-09-18,29.99,False,60,1942,1165,777,True,True,False
Final Legends,RPG,Paradox Interactive,2015-10-04,0.0,True,50,575,287,288,True,False,True
Neon World,Strategy,Annapurna,2021-11-07,14.99,False,82,1181,968,213,True,False,False
Crystal Core,FPS,Capcom,2018-09-23,69.99,False,81,78,63,15,True,False,False
Brave Forge IV,Racing,THQ Nordic,2023-03-04,29.99,False,73,2806,2048,758,True,False,False
Star Protocol,Indie,Paradox Interactive,2021-07-19,19.99,False,49,450,220,230,True,True,False
Storm Souls IV,Platformer,Team17,2019-05-15,29.99,False,68,179,121,58,True,False,False
Brave Hunter V,Adventure,Electronic Arts,2023-09-12,59.99,False,68,25176,17119,8057,True,False,False
Wild Forge,Simulation,Annapurna,2023-12-04,19.99,False,83,874,725,149,True,False,False
Ancient Protocol,Action,Electronic Arts,2020-09-03,39.99,False,89,66,58,8,True,False,False
Dark World III,Racing,Annapurna,2021-02-17,4.99,False,85,178,151,27,True,True,True
Brave World,Indie,Indie Dev,2023-04-16,16.16,False,92,1024,942,82,True,False,False
Crystal Core Remastered,Puzzle,Indie Dev,2019-05-08,11.79,False,78,266,207,59,True,False,False
Final Saga,Indie,Square Enix,2018-04-16,39.99,False,93,847,787,60,True,False,False
Ancient World,Adventure,505 Games,2014-02-27,9.99,False,78,365,284,81,True,False,False
Lost Knight Deluxe,Action,Sega,2020-02-26,29.99,False,88,226,198,28,True,True,False
Shadow Strike V,Strategy,Indie Dev,2013-08-13,14.86,False,73,45,32,13,True,True,True
Dark Knight III,Strategy,Devolver Digital,2020-06-22,19.99,False,84,455,382,73,True,False,True
Star World,Sports,Paradox Interactive,2017-01-17,4.99,False,59,380,224,156,True,False,False
Star Quest V,Puzzle,Bandai Namco,2021-08-04,59.99,False,72,37,26,11,True,True,False
Storm Dawn,Horror,Capcom,2019-03-17,39.99,False,74,433,320,113,True,True,True
Shadow Craft II,Indie,Ubisoft,2022-06-14,39.99,False,45,1054,474,580,True,True,False
Ancient Legacy II,Strategy,THQ Nordic,2018-11-27,19.99,False,86,407,350,57,True,False,True
Star Protocol,Puzzle,Sega,2018-04-01,0.0,True,41,321,131,190,True,True,False
Dark World,Puzzle,Bandai Namco,2018-08-21,69.99,False,84,1482,1244,238,True,True,False
Wild Core,Adventure,Annapurna,2020-10-22,9.99,False,66,2070,1366,704,True,True,True
Star Knight V,Casual,Ubisoft,2020-04-22,39.99,False,81,290,234,56,True,False,False
Star Knight,Platformer,Capcom,2018-05-20,69.99,False,87,1551,1349,202,True,True,False
Dragon Hunter III Deluxe,Platformer,Square Enix,2021-04-04,69.99,False,68,229,155,74,True,False,True
Star Legacy IV,Racing,Electronic Arts,2016-11-04,39.99,False,66,3267,2156,1111,True,False,False
Final Knight Complete Edition,Sandbox,THQ Nordic,2023-12-01,29.99,False,81,994,805,189,True,True,False
Star Souls,Sports,Ubisoft,2016-03-08,69.99,False,50,547,273,274,True,False,True
Dark World III,Platformer,THQ Nordic,2023-08-06,4.99,False,87,2988,2599,389,True,False,False
Lost Craft,Sports,Electronic Arts,2019-04-12,59.99,False,50,1797,898,899,True,True,False
Neon Legends V,Action,Bandai Namco,2024-09-03,39.99,False,89,808,719,89,True,False,False
Wild Quest,Action,Paradox Interactive,2020-03-20,4.99,False,76,532,404,128,True,False,True
Dragon Legacy III,Strategy,Bandai Namco,2015-03-24,59.99,False,40,192,76,116,True,True,False
Cyber Core V,Strategy,Ubisoft,2018-04-05,69.99,False,50,272,136,136,True,False,True
Iron Core III,Casual,Team17,2020-03-16,24.99,False,58,403,233,170,True,False,False
Iron Knight,FPS,Ubisoft,2013-07-02,49.99,False,71,248,176,72,True,False,False
Dark Dawn IV,Adventure,Focus Entertainment,2022-11-22,9.99,False,56,74,41,33,True,True,False
Star Dawn II,FPS,Team17,2022-11-10,4.99,False,62,936,580,356,True,False,False
Final Knight III,FPS,Valve,2018-09-11,0.0,True,67,510,341,169,True,False,False
Neon Hunter,Action,Team17,2023-09-08,19.99,False,75,480,360,120,True,True,False
Crystal Souls,Indie,Bandai Namco,2017-12-25,69.99,False,74,1375,1017,358,True,True,True
Final Hunter III,Indie,Paradox Interactive,2021-07-17,4.99,False,57,157,89,68,True,False,False
Wild Hunter Remastered,Casual,Sega,2021-11-13,4.99,False,74,64,47,17,True,False,True
Cyber Quest,Horror,Capcom,2020-04-26,49.99,False,94,86,80,6,True,True,False
Dark Souls,Simulation,Devolver Digital,2019-10-21,14.99,False,63,177,111,66,True,True,False
Lost Saga,Racing,THQ Nordic,2023-04-02,29.99,False,73,1582,1154,428,True,False,False
Crystal Craft,Sandbox,Capcom,2019-05-11,39.99,False,70,126,88,38,True,True,False
Last Hunter III,Indie,Bandai Namco,2023-10-21,39.99,False,72,128,92,36,True,False,False
Dragon Knight II,FPS,THQ Nordic,2022-01-25,19.99,False,48,380,182,198,True,True,False
Storm Protocol II,Action,Indie Dev,2022-03-04,18.1,False,77,2992,2303,689,True,False,False
Shadow Core,Strategy,Sega,2017-08-18,19.99,False,83,530,439,91,True,False,True
Star Strike,Puzzle,THQ Nordic,2018-07-13,4.99,False,81,162,131,31,True,False,False
Cyber World,Sandbox,Annapurna,2024-07-22,24.99,False,95,536,509,27,True,False,True
Star Forge,Indie,Square Enix,2014-04-07,69.99,False,56,70,39,31,True,True,False
Ancient Core,FPS,Capcom,2019-08-27,59.99,False,62,298,184,114,True,False,False
Final Saga III,Puzzle,Sega,2022-02-08,14.99,False,81,498,403,95,True,False,False
Storm Protocol,FPS,Paradox Interactive,2018-07-20,9.99,False,64,561,359,202,True,False,False
Ancient Forge II,Puzzle,Square Enix,2020-10-10,59.99,False,95,18,17,1,True,True,False
Dragon World,Sports,Electronic Arts,2022-12-16,49.99,False,71,306,217,89,True,True,False
Storm Strike,Casual,Ubisoft,2023-08-05,69.99,False,80,888,710,178,True,False,False
Last Craft IV,Casual,Paradox Interactive,2023-08-23,29.99,False,94,20,18,2,True,False,True
Dragon Legacy,Sports,Focus Entertainment,2017-02-22,4.99,False,87,306,266,40,True,True,True
Star Legends,Strategy,Indie Dev,2016-03-22,2.89,False,53,61,32,29,True,True,False
Shadow Souls,Casual,Electronic Arts,2016-09-07,59.99,False,75,864,648,216,True,True,False
Cyber Knight IV,Sandbox,Bandai Namco,2016-09-28,69.99,False,89,988,879,109,True,False,True
Storm Saga V,Casual,THQ Nordic,2018-04-14,4.99,False,76,831,631,200,True,True,True
Dark Strike,Action,Paradox Interactive,2022-12-04,19.99,False,70,240,168,72,True,False,False
Ancient World,Indie,Bandai Namco,2022-05-16,39.99,False,99,1660,1643,17,True,False,False
Shadow Legends,FPS,Sega,2019-06-06,19.99,False,53,115,60,55,True,False,False
Dark Wars IV,RPG,Valve,2020-08-13,14.99,False,78,1011,788,223,True,False,False
Shadow Souls,Adventure,Paradox Interactive,2018-08-07,14.99,False,73,366,267,99,True,True,False
Star Saga III,Racing,Paradox Interactive,2016-10-22,14.99,False,53,113,59,54,True,True,False
Dark Strike,Indie,Square Enix,2022-03-18,39.99,False,72,812,584,228,True,False,False
Final Legends V,Racing,Valve,2023-05-04,4.99,False,75,7404,5553,1851,True,False,False
Ancient Protocol,Simulation,Ubisoft,2018-11-28,59.99,False,87,306,266,40,True,False,False
Lost Souls II,Casual,Square Enix,2018-10-18,49.99,False,67,495,331,164,True,True,True
Wild World V,FPS,Annapurna,2019-06-07,24.99,False,54,626,338,288,True,False,True
Ancient Craft,RPG,Devolver Digital,2021-10-25,29.99,False,80,333,266,67,True,True,False
Cyber Wars Remastered,Strategy,Focus Entertainment,2014-11-09,14.99,False,61,121,73,48,True,False,False
Dragon Souls V,Horror,Devolver Digital,2024-08-18,24.99,False,72,4052,2917,1135,True,False,False
Lost Souls,Racing,Valve,2019-08-08,19.99,False,73,2724,1988,736,True,True,False
Last Wars IV,Horror,Focus Entertainment,2021-12-23,4.99,False,92,1826,1679,147,True,True,False
Last Quest,Platformer,Ubisoft,2017-12-16,59.99,False,78,1619,1262,357,True,False,True
