id_accident,jour,mois,annee,heure_minute,luminosite,meteo,type_collision,departement,commune,agglomeration,categorie_route,regime_circulation,profil_route,etat_surface
202300007690,21,10,2023,16:30,1,1,2,93,93066,2,4,2,1,1
202300007690,21,10,2023,16:30,1,1,2,93,93066,2,4,1,1,1
202300007691,21,10,2023,14:20,1,1,2,93,93077,2,3,2,1,1
202300007692,20,10,2023,20:40,5,2,3,93,93032,2,3,3,1,2
202300007692,20,10,2023,20:40,5,2,3,93,93032,2,3,3,1,2
202300007693,21,10,2023,01:55,5,1,1,92,92046,2,3,2,1,2
202300007694,21,10,2023,19:20,5,2,6,92,92073,2,3,2,1,2
202300007694,21,10,2023,19:20,5,2,6,92,92073,2,3,2,1,2
202300007695,21,10,2023,14:05,1,2,2,92,92063,2,4,1,2,2
202300007696,21,10,2023,21:20,5,2,3,92,92050,2,3,2,1,2
202300007696,21,10,2023,21:20,5,2,3,92,92050,2,3,1,2,2
202300007697,20,10,2023,22:43,3,8,2,95,95313,1,1,1,1,2
202300007698,22,10,2023,13:00,1,2,4,95,95052,2,4,2,2,2
202300007699,9,10,2023,15:00,1,1,1,972,97217,2,2,2,1,1
202300007699,9,10,2023,15:00,1,1,1,972,97217,2,2,-1,-1,-1
202300007700,21,10,2023,18:50,3,3,6,972,97234,1,2,2,1,2
202300007701,22,10,2023,16:14,1,1,1,01,01075,2,3,4,1,1
202300007702,22,10,2023,02:15,3,2,6,50,50592,1,1,3,1,2
202300007703,22,10,2023,15:20,1,1,3,41,41278,1,2,2,1,1
202300007704,22,10,2023,05:20,3,2,7,51,51234,1,3,2,1,2
202300007705,22,10,2023,11:50,1,1,6,59,59539,1,3,2,1,1
202300007706,22,10,2023,19:20,2,1,3,71,71522,2,3,2,1,1
202300007706,22,10,2023,19:20,2,1,3,71,71522,2,3,2,2,2
202300007707,20,10,2023,07:45,2,2,6,71,71120,2,3,2,1,2
202300007707,20,10,2023,07:45,2,2,6,71,71120,2,3,2,1,2
202300007708,14,10,2023,08:45,1,1,6,63,63080,2,9,2,2,1
202300007709,22,10,2023,01:30,3,1,1,49,49240,1,3,2,1,1
202300007710,9,2,2023,19:20,3,1,6,89,89428,1,3,2,1,1
202300007711,9,2,2023,18:20,3,1,1,89,89419,1,3,3,2,1
202300007712,7,2,2023,11:00,1,1,3,63,63382,1,3,2,1,1
202300007712,7,2,2023,11:00,1,1,3,63,63382,1,3,2,2,1
202300007713,10,2,2023,16:10,1,1,3,44,44031,1,3,2,2,1
202300007714,9,2,2023,07:35,2,1,3,31,31224,2,3,2,1,1
202300007714,9,2,2023,07:35,2,1,3,31,31224,2,3,2,1,1
202300007715,9,2,2023,16:00,1,1,7,31,31474,1,3,2,1,1
202300007716,9,2,2023,17:45,2,1,6,66,66063,1,3,2,2,1
202300007717,10,2,2023,07:30,1,1,6,06,06032,2,7,2,1,1
202300007718,8,2,2023,13:00,1,1,6,06,06079,1,1,3,1,1
202300007718,8,2,2023,13:00,1,1,6,06,06079,1,1,3,1,1
202300007719,10,2,2023,13:30,1,1,6,14,14194,1,3,2,2,1
202300007720,10,2,2023,16:45,1,1,5,50,50390,1,3,2,1,1
202300007721,10,2,2023,07:45,1,1,1,73,73184,1,3,2,2,1
202300007722,21,1,2023,10:50,1,1,6,07,07010,2,4,2,2,1
202300007723,20,1,2023,11:35,1,4,3,07,07288,1,3,2,2,2
202300007724,9,2,2023,14:40,1,1,6,07,07076,1,3,2,1,1
202300007725,8,2,2023,17:45,1,7,3,27,27102,1,3,-1,1,1
202300007725,8,2,2023,17:45,1,7,3,27,27102,1,3,2,1,1
202300007726,9,2,2023,16:15,1,7,2,42,42279,2,3,2,1,1
202300007727,9,2,2023,08:28,1,1,7,06,06088,1,1,3,2,1
202300007728,10,2,2023,08:45,1,8,2,59,59312,1,1,3,1,1
202300007729,9,2,2023,20:57,3,1,1,974,97422,2,3,2,1,1
202300007730,10,2,2023,08:20,1,1,6,77,77437,2,4,2,2,1
202300007731,9,2,2023,09:50,1,1,1,66,66065,1,3,2,1,1
202300007732,9,2,2023,02:00,3,1,1,13,13014,1,3,2,1,1
202300007733,9,2,2023,11:45,1,1,3,26,26116,2,3,2,1,1
202300007733,9,2,2023,11:45,1,1,3,26,26116,2,3,2,1,1
202300007734,10,2,2023,16:55,1,1,3,01,01262,2,4,1,1,1
202300007734,10,2,2023,16:55,1,1,3,01,01262,2,4,2,1,1
202300007735,9,2,2023,17:20,2,7,3,81,81210,2,3,2,1,1
202300007736,9,2,2023,20:15,3,1,7,17,17421,1,4,2,1,1
202300007737,10,2,2023,04:30,3,1,7,60,60079,1,3,2,1,1
202300007737,10,2,2023,04:30,3,1,7,60,60079,1,3,2,1,1
202300007738,9,2,2023,09:10,1,1,2,13,13211,1,1,1,1,1
202300007739,8,2,2023,05:55,3,1,6,13,13005,1,1,3,1,1
202300007740,9,2,2023,07:50,4,1,2,33,33039,1,1,3,1,1
202300007741,8,2,2023,18:15,4,1,2,33,33063,1,1,3,2,1
202300007742,9,2,2023,19:00,3,1,4,91,91689,1,1,1,1,1
202300007743,9,2,2023,09:40,1,1,3,91,91645,1,2,3,2,1
202300007744,9,2,2023,09:00,1,1,2,91,91687,1,1,1,1,1
202300007745,9,2,2023,19:25,5,1,2,92,92050,1,1,-1,1,1
202300007746,8,2,2023,17:53,2,1,2,78,78455,1,1,1,1,1
202300007747,8,2,2023,08:32,1,1,5,78,78126,1,1,-1,1,1
202300007748,7,2,2023,20:50,5,1,3,78,78090,1,1,1,1,1
202300007749,9,2,2023,17:30,2,1,4,93,93053,1,1,3,1,1
202300007750,9,2,2023,07:00,2,1,4,93,93053,1,1,3,1,1
202300007751,8,2,2023,16:10,1,1,6,95,95277,1,1,1,2,1
202300007752,8,2,2023,10:30,1,1,2,93,93027,1,1,1,1,1
202300007753,8,2,2023,08:30,1,1,3,95,95277,1,3,3,1,1
202300007754,7,2,2023,08:15,1,1,4,93,93005,1,1,3,1,1
202300007755,6,2,2023,08:30,1,1,3,95,95256,1,2,3,1,1
202300007756,5,2,2023,21:45,3,1,2,93,93048,1,1,3,1,1
202300007757,5,2,2023,20:55,5,1,3,93,93029,1,1,1,1,1
202300007758,4,2,2023,23:50,3,1,4,93,93005,1,1,3,1,1
202300007759,8,2,2023,20:30,4,1,6,77,77258,1,1,-1,1,1
202300007760,8,2,2023,17:40,2,1,4,94,94017,1,1,-1,1,1
202300007761,7,2,2023,13:35,1,1,6,29,29019,2,4,-1,1,1
202300007761,7,2,2023,13:35,1,1,6,29,29019,2,4,-1,1,1
202300007762,8,2,2023,07:30,1,1,6,974,97416,2,4,2,2,1
202300007763,8,2,2023,11:30,1,1,3,974,97411,1,2,1,1,1
202300007764,8,2,2023,21:15,5,1,3,974,97409,2,3,2,1,1
202300007764,8,2,2023,21:15,5,1,3,974,97409,2,3,2,1,1
202300007765,8,2,2023,15:45,1,1,3,973,97302,2,3,1,1,1
202300007766,7,2,2023,21:55,5,3,4,972,97209,1,1,1,2,2
202300007767,8,2,2023,12:12,1,1,3,2A,2A004,2,2,1,2,1
202300007767,8,2,2023,12:12,1,1,3,2A,2A004,2,2,-1,1,1
202300007768,8,2,2023,22:35,5,1,6,91,91687,2,3,1,1,1
202300007769,8,2,2023,14:00,1,1,6,91,91434,2,4,2,1,1
202300007770,8,2,2023,04:15,5,1,2,91,91027,2,2,3,1,1
202300007771,7,2,2023,18:20,5,1,6,87,87085,2,3,3,2,1
202300007772,7,2,2023,08:23,1,1,2,87,87085,1,2,1,1,1
202300007772,7,2,2023,08:23,1,1,2,87,87085,1,2,2,1,1
202300007773,8,2,2023,15:55,1,1,6,83,83137,2,3,2,2,1
202300007774,8,2,2023,15:00,1,1,2,78,78015,2,4,3,1,1
202300007775,8,2,2023,09:30,1,7,6,76,76108,2,4,2,1,1
202300007776,7,2,2023,13:25,1,1,6,76,76351,2,4,2,1,1
202300007777,8,2,2023,09:50,1,1,6,76,76026,2,4,1,1,1
202300007777,8,2,2023,09:50,1,1,6,76,76026,2,4,1,2,1
202300007778,8,2,2023,18:50,5,1,2,69,69266,2,4,2,1,1
202300007779,8,2,2023,19:00,5,1,6,69,69290,2,7,2,1,1
202300007780,7,2,2023,13:50,1,1,3,69,69290,2,4,2,1,1
202300007780,7,2,2023,13:50,1,1,3,69,69290,2,4,2,1,1
202300007781,7,2,2023,13:50,1,2,3,66,66136,2,4,2,1,2
202300007782,8,2,2023,01:24,4,1,6,63,63113,2,7,2,1,1
202300007783,3,2,2023,08:40,1,1,6,62,62041,2,3,2,1,1
202300007783,3,2,2023,08:40,1,1,6,62,62041,2,3,2,1,1
202300007784,8,2,2023,21:30,5,1,3,59,59279,2,7,2,1,1
202300007785,8,2,2023,14:35,1,7,6,59,59599,2,4,1,1,1
202300007786,8,2,2023,14:35,1,1,6,59,59512,2,4,2,1,1
202300007786,8,2,2023,14:35,1,1,6,59,59512,2,4,2,1,1
202300007787,4,2,2023,19:25,5,1,6,58,58194,2,3,2,1,1
202300007788,7,2,2023,16:22,1,7,3,57,57491,2,4,2,2,1
202300007789,7,2,2023,17:40,1,1,6,54,54328,2,3,2,1,1
202300007789,7,2,2023,17:40,1,1,6,54,54328,2,3,2,1,1
202300007790,4,2,2023,21:20,5,1,3,52,52448,2,4,-1,1,1
202300007790,4,2,2023,21:20,5,1,3,52,52448,2,4,2,-1,-1
202300007791,8,2,2023,08:40,1,1,6,49,49328,2,3,2,1,1
202300007792,7,2,2023,07:42,5,1,7,49,49007,2,4,3,1,1
202300007793,7,2,2023,08:10,1,1,6,44,44184,2,4,3,1,1
202300007793,7,2,2023,08:10,1,1,6,44,44184,2,4,3,1,1
202300007794,8,2,2023,16:30,1,1,6,37,37122,2,4,1,1,1
202300007795,9,2,2023,00:40,5,1,6,35,35238,2,4,2,1,1
202300007795,9,2,2023,00:40,5,1,6,35,35238,2,4,2,1,1
202300007795,9,2,2023,00:40,5,1,6,35,35238,2,4,3,4,1
202300007795,9,2,2023,00:40,5,1,6,35,35238,2,4,2,1,1
202300007796,8,2,2023,19:50,5,1,3,34,34172,2,4,-1,1,1
202300007797,8,2,2023,02:50,5,1,6,31,31555,2,7,2,1,1
202300007798,8,2,2023,17:35,2,1,2,25,25056,2,2,3,2,1
202300007799,8,2,2023,11:30,1,1,2,25,25056,2,2,3,1,1
202300007800,8,2,2023,19:55,3,1,4,17,17291,1,2,3,1,1
202300007801,8,2,2023,07:45,1,1,6,13,13103,2,4,2,1,1
202300007801,8,2,2023,07:45,1,1,6,13,13103,2,4,2,1,1
202300007802,7,2,2023,10:56,1,1,6,10,10387,2,4,2,1,1
202300007803,7,2,2023,07:51,1,1,3,10,10387,2,4,2,1,1
202300007804,8,2,2023,10:50,1,1,6,06,06123,2,4,2,1,1
202300007804,8,2,2023,10:50,1,1,6,06,06123,2,4,2,1,1
202300007805,2,2,2023,07:00,2,1,6,03,03095,2,3,1,2,1
202300007806,8,2,2023,22:25,5,1,6,93,93001,2,3,2,1,1
202300007807,8,2,2023,15:35,1,1,2,75,75118,2,4,2,1,1
202300007807,8,2,2023,15:35,1,1,2,75,75118,2,4,2,1,1
202300007808,8,2,2023,15:00,1,1,2,75,75116,2,4,1,1,1
202300007808,8,2,2023,15:00,1,1,2,75,75116,2,4,2,1,1
202300007809,7,2,2023,13:00,1,1,6,75,75116,2,4,2,1,1
202300007809,7,2,2023,13:00,1,1,6,75,75116,2,4,1,1,1
202300007810,7,2,2023,18:40,5,1,3,75,75116,2,4,-1,1,1
202300007811,8,2,2023,13:20,1,1,3,75,75113,2,4,1,1,1
202300007811,8,2,2023,13:20,1,1,3,75,75113,2,4,1,1,1
202300007812,8,2,2023,15:20,1,1,6,75,75112,2,4,2,1,1
202300007813,8,2,2023,13:30,1,1,3,75,75112,2,4,1,1,1
202300007813,8,2,2023,13:30,1,1,3,75,75112,2,4,1,1,1
202300007814,8,2,2023,11:15,1,1,3,75,75111,2,4,2,1,1
202300007814,8,2,2023,11:15,1,1,3,75,75111,2,4,1,1,1
202300007815,8,2,2023,08:00,2,1,6,75,75111,2,4,-1,1,1
202300007815,8,2,2023,08:00,2,1,6,75,75111,2,4,2,1,1
202300007816,8,2,2023,13:00,1,1,6,75,75110,2,4,1,1,1
202300007817,7,2,2023,12:20,1,1,3,75,75108,2,4,1,1,1
202300007817,7,2,2023,12:20,1,1,3,75,75108,2,4,1,1,1
202300007818,8,2,2023,19:28,5,1,3,75,75101,2,4,2,1,1
202300007818,8,2,2023,19:28,5,1,3,75,75101,2,4,1,1,1
202300007819,8,2,2023,15:40,1,1,3,75,75102,2,4,1,1,1
202300007819,8,2,2023,15:40,1,1,3,75,75102,2,4,1,1,1
202300007820,7,2,2023,09:49,1,1,3,94,94081,2,3,3,1,1
202300007820,7,2,2023,09:49,1,1,3,94,94081,2,3,2,2,1
202300007821,8,2,2023,20:00,5,1,3,94,94046,2,4,2,1,1
202300007822,8,2,2023,12:10,1,1,4,94,94043,2,3,3,1,1
202300007823,8,2,2023,15:40,1,1,3,94,94022,2,3,3,1,1
202300007823,8,2,2023,15:40,1,1,3,94,94022,2,3,3,1,1
202300007824,8,2,2023,08:15,1,1,6,94,94079,2,3,2,3,1
202300007824,8,2,2023,08:15,1,1,6,94,94079,2,3,1,4,1
202300007825,8,2,2023,21:50,5,1,6,95,95527,2,4,1,1,1
202300007825,8,2,2023,21:50,5,1,6,95,95527,2,4,2,1,1
202300007826,8,2,2023,09:10,1,1,3,93,93070,2,4,2,1,1
202300007827,8,2,2023,15:05,1,1,3,93,93055,2,3,3,1,1
202300007828,7,2,2023,21:00,5,1,1,93,93053,2,3,2,1,1
202300007828,7,2,2023,21:00,5,1,1,93,93053,2,3,2,1,1
202300007829,8,2,2023,15:10,1,1,3,93,93006,2,3,1,2,1
202300007829,8,2,2023,15:10,1,1,3,93,93006,2,3,2,1,1
202300007830,8,2,2023,16:10,1,1,3,93,93063,2,4,1,1,1
202300007830,8,2,2023,16:10,1,1,3,93,93063,2,4,1,1,1
202300007831,8,2,2023,10:33,1,1,6,93,93029,2,3,2,1,1
202300007832,8,2,2023,12:52,1,1,3,93,93014,2,3,3,1,1
202300007833,8,2,2023,17:30,1,1,3,93,93010,2,4,2,2,1
202300007834,8,2,2023,17:30,1,1,6,93,93001,2,3,2,1,1
202300007834,8,2,2023,17:30,1,1,6,93,93001,2,3,2,1,1
202300007835,7,2,2023,16:30,1,1,6,93,93001,2,4,3,1,1
202300007836,7,2,2023,12:00,1,1,6,93,93001,2,4,1,1,1
202300007836,7,2,2023,12:00,1,1,6,93,93001,2,4,1,1,1
202300007837,8,2,2023,12:54,1,1,3,92,92078,2,3,3,1,1
202300007838,8,2,2023,03:25,5,1,6,92,92046,2,3,2,1,1
202300007839,8,2,2023,17:31,1,1,6,92,92051,2,4,2,1,1
202300007840,8,2,2023,15:50,1,1,6,92,92020,2,3,2,2,1
202300007840,8,2,2023,15:50,1,1,6,92,92020,2,3,2,1,1
202300007841,8,2,2023,14:40,1,1,3,92,92044,2,4,1,1,1
202300007842,8,2,2023,20:25,5,8,6,92,92026,2,3,1,2,1
202300007843,8,2,2023,21:30,5,1,6,92,92024,2,3,2,1,1
202300007844,8,2,2023,11:15,1,1,6,92,92024,2,4,1,1,1
202300007845,8,2,2023,15:30,1,1,7,92,92012,2,4,1,1,1
202300007846,8,2,2023,12:30,1,1,3,92,92012,2,3,2,1,1
202300007847,9,2,2023,16:25,1,1,3,73,73330,2,3,2,1,1
202300007847,9,2,2023,16:25,1,1,3,73,73330,2,3,2,1,1
202300007848,9,2,2023,09:00,1,1,6,57,57650,2,3,2,1,1
202300007849,7,2,2023,17:00,1,1,7,06,06044,2,3,2,2,1
202300007850,8,2,2023,20:40,3,1,1,10,10263,1,3,2,2,1
202300007851,9,2,2023,12:15,1,1,1,38,38239,1,3,2,1,1
202300007852,8,2,2023,13:10,1,1,6,59,59278,2,7,2,1,1
202300007853,9,2,2023,18:10,3,1,6,71,71355,1,3,2,1,1
202300007854,9,2,2023,17:54,2,1,6,76,76136,2,3,2,1,1
202300007855,9,2,2023,17:40,1,1,2,63,63178,2,3,2,3,1
202300007856,7,2,2023,09:26,1,4,1,34,34119,1,3,2,1,5
202300007857,8,2,2023,22:10,5,1,1,44,44152,1,3,-1,1,1
202300007858,8,2,2023,16:40,2,7,3,34,34344,1,4,2,1,1
202300007859,8,2,2023,07:50,2,1,6,29,29105,2,4,2,1,1
202300007860,9,2,2023,18:42,2,1,6,29,29020,1,3,2,2,1
202300007861,3,2,2023,02:45,4,1,6,29,29176,1,3,2,2,1
202300007862,18,1,2023,21:15,3,1,1,26,26305,1,3,2,1,1
202300007863,9,2,2023,07:45,1,7,1,54,54433,1,3,2,1,1
202300007864,8,2,2023,20:20,3,1,1,36,36018,2,3,-1,4,1
202300007865,7,2,2023,07:55,2,1,1,53,53276,1,3,2,1,1
202300007866,8,2,2023,13:48,1,1,7,04,04122,1,2,2,1,1
202300007867,8,2,2023,16:16,1,1,7,27,27045,2,4,2,1,1
202300007868,8,2,2023,18:10,3,1,6,28,28033,1,3,2,1,1
202300007869,9,2,2023,09:45,1,7,1,52,52492,1,2,2,1,1
202300007870,7,2,2023,20:30,5,1,6,35,35210,2,4,2,1,1
202300007871,8,2,2023,15:00,1,1,6,35,35210,2,4,1,1,1
202300007872,9,2,2023,15:55,1,1,3,13,13037,2,3,1,4,1
202300007873,9,2,2023,13:30,1,1,7,74,74010,2,4,2,1,1
202300007874,7,2,2023,18:55,3,1,7,34,34129,1,1,1,2,1
202300007875,8,2,2023,21:35,3,1,2,28,28363,1,1,3,1,1
202300007876,8,2,2023,20:45,3,1,7,77,77257,1,3,2,1,1
202300007877,3,2,2023,16:30,1,1,6,66,66088,1,4,1,1,1
202300007878,8,2,2023,13:15,1,1,1,66,66212,1,3,2,1,1
202300007879,26,1,2023,16:50,1,1,2,13,13066,1,3,2,1,1
202300007880,31,1,2023,04:55,5,1,7,69,69190,1,3,2,1,1
202300007881,8,2,2023,11:20,1,1,3,33,33445,1,3,2,2,1
202300007881,8,2,2023,11:20,1,1,3,33,33445,1,3,2,1,1
202300007882,5,2,2023,05:15,3,1,3,13,13106,1,1,1,1,1
202300007883,8,2,2023,08:06,1,1,2,83,83137,1,1,1,2,1
202300007884,8,2,2023,19:10,3,1,4,91,91589,1,1,3,2,1
202300007885,8,2,2023,13:15,1,1,2,91,91345,1,1,2,1,1
202300007886,8,2,2023,11:00,1,1,4,91,91589,1,1,1,1,1
202300007887,8,2,2023,18:10,2,1,6,92,92050,1,1,3,1,1
202300007888,7,2,2023,12:03,1,1,2,92,92048,1,2,1,1,1
202300007889,7,2,2023,08:02,1,1,3,78,78297,1,2,3,1,1
202300007890,7,2,2023,10:10,1,1,3,93,93066,1,1,3,1,1
202300007891,7,2,2023,09:10,1,1,2,95,95582,1,1,3,1,1
202300007892,7,2,2023,07:45,1,1,3,93,93066,1,1,3,1,1
202300007893,7,2,2023,06:30,2,1,5,95,95252,1,1,3,1,1
202300007894,7,2,2023,11:05,1,1,6,77,77379,2,3,3,1,1
202300007895,7,2,2023,09:58,1,7,6,27,27229,2,4,2,1,1
202300007895,7,2,2023,09:58,1,7,6,27,27229,2,4,2,1,1
202300007896,6,2,2023,11:30,1,1,3,17,17415,2,4,2,1,1
202300007896,6,2,2023,11:30,1,1,3,17,17415,2,4,2,1,1
202300007897,4,2,2023,10:10,1,1,6,83,83126,2,6,-1,1,1
202300007898,2,2,2023,18:07,1,1,6,63,63113,2,7,2,1,1
202300007899,2,5,2023,15:00,1,1,3,85,85160,1,3,-1,4,1
202300007899,2,5,2023,15:00,1,1,3,85,85160,1,3,2,4,1
202300007900,2,5,2023,15:05,1,1,6,50,50288,1,3,3,1,1
202300007901,30,4,2023,12:30,1,7,7,22,22040,1,3,2,2,1
202300007902,3,5,2023,13:50,1,7,3,59,59126,2,3,2,1,1
202300007903,3,5,2023,12:15,1,1,3,59,59129,1,3,2,1,1
202300007903,3,5,2023,12:15,1,1,3,59,59129,1,3,2,1,1
202300007904,2,5,2023,09:45,1,1,4,33,33448,1,1,3,1,1
202300007905,2,5,2023,17:50,1,1,2,92,92050,1,1,1,1,1
202300007906,2,5,2023,16:55,1,1,2,78,78640,1,1,1,1,1
202300007907,2,5,2023,10:40,1,1,1,92,92064,1,1,1,1,1
202300007908,1,5,2023,18:55,1,1,6,78,78140,1,1,1,1,1
202300007909,1,5,2023,14:30,1,8,2,78,78466,1,1,2,4,1
202300007910,2,5,2023,09:50,1,1,5,95,95218,1,1,3,1,1
202300007911,2,5,2023,06:30,2,1,2,93,93010,1,1,3,1,1
202300007912,28,2,2023,10:30,1,1,3,43,43040,2,3,1,1,1
202300007912,28,2,2023,10:30,1,1,3,43,43040,2,3,2,1,1
202300007913,1,5,2023,22:25,4,1,2,974,97411,1,2,1,1,1
202300007914,1,5,2023,15:45,1,1,6,972,97213,2,2,2,1,1
202300007914,1,5,2023,15:45,1,1,6,972,97213,2,2,3,1,1
202300007915,1,5,2023,08:20,1,1,6,972,97213,1,3,2,1,1
202300007916,30,4,2023,20:15,5,1,3,972,97213,1,2,3,1,1
202300007916,30,4,2023,20:15,5,1,3,972,97213,1,2,2,1,1
202300007917,1,5,2023,19:27,2,2,1,2B,2B120,2,3,2,1,2
202300007918,1,5,2023,12:20,1,1,2,2A,2A004,2,3,1,2,1
202300007919,1,5,2023,19:35,2,1,6,95,95280,2,4,2,1,1
202300007920,29,4,2023,11:40,1,1,2,91,91421,2,3,3,1,1
202300007921,1,5,2023,18:30,1,7,3,91,91027,2,3,2,1,1
202300007921,1,5,2023,18:30,1,7,3,91,91027,2,3,2,1,1
202300007922,1,5,2023,09:20,1,1,3,83,83126,2,3,2,1,1
202300007922,1,5,2023,09:20,1,1,3,83,83126,2,3,2,1,1
202300007923,1,5,2023,10:45,1,8,3,78,78481,2,3,2,1,1
202300007923,1,5,2023,10:45,1,8,3,78,78481,2,3,2,1,1
202300007924,1,5,2023,19:35,1,1,2,73,73008,2,3,3,1,2
202300007925,27,4,2023,16:45,1,1,1,69,69271,1,4,2,1,1
202300007926,1,5,2023,13:20,1,1,6,69,69290,2,4,1,1,1
202300007927,1,5,2023,02:30,3,1,6,62,62065,1,2,3,1,1
202300007928,1,5,2023,20:36,1,7,3,59,59599,2,4,1,1,1
202300007928,1,5,2023,20:36,1,7,3,59,59599,2,4,2,1,1
202300007929,1,5,2023,10:50,1,1,3,54,54099,2,3,2,1,1
202300007929,1,5,2023,10:50,1,1,3,54,54099,2,3,2,1,1
202300007930,1,5,2023,16:50,1,1,6,51,51454,2,4,2,1,1
202300007931,1,5,2023,11:46,1,1,3,49,49267,2,4,2,1,1
202300007931,1,5,2023,11:46,1,1,3,49,49267,2,4,2,1,1
202300007932,1,5,2023,20:25,1,1,6,44,44184,2,4,3,2,1
202300007933,1,5,2023,06:30,2,2,3,38,38516,2,7,2,1,2
202300007933,1,5,2023,06:30,2,2,3,38,38516,2,7,3,1,2
202300007934,1,5,2023,07:15,1,8,6,38,38185,1,1,3,1,2
202300007935,1,5,2023,14:00,1,1,3,31,31483,1,3,2,1,1
202300007936,1,5,2023,16:20,1,1,6,29,29051,1,2,3,3,1
202300007937,1,5,2023,02:59,5,1,3,17,17300,2,4,2,1,1
202300007937,1,5,2023,02:59,5,1,3,17,17300,2,4,2,1,1
202300007938,1,5,2023,10:00,1,1,6,13,13205,2,4,3,1,1
202300007938,1,5,2023,10:00,1,1,6,13,13205,2,4,1,1,1
202300007939,27,4,2023,17:30,1,1,3,13,13001,2,4,2,1,1
202300007940,1,5,2023,18:30,1,3,3,06,06027,2,4,2,1,2
202300007940,1,5,2023,18:30,1,3,3,06,06027,2,4,2,1,2
202300007941,30,4,2023,14:00,1,1,3,75,75116,2,4,2,1,1
202300007941,30,4,2023,14:00,1,1,3,75,75116,2,4,1,1,1
202300007942,29,4,2023,21:28,5,1,6,75,75101,2,4,-1,1,1
202300007942,29,4,2023,21:28,5,1,6,75,75101,2,4,1,1,1
202300007943,29,4,2023,03:30,5,1,3,75,75101,2,4,1,1,1
202300007944,1,5,2023,18:10,1,1,2,75,75120,2,4,-1,1,1
202300007945,1,5,2023,01:00,5,1,3,75,75119,2,4,1,1,1
202300007945,1,5,2023,01:00,5,1,3,75,75119,2,4,1,2,1
202300007946,30,4,2023,01:00,5,1,6,75,75116,2,4,-1,1,1
202300007946,30,4,2023,01:00,5,1,6,75,75116,2,4,1,1,1
202300007947,1,5,2023,15:55,1,1,3,75,75115,2,4,2,1,1
202300007947,1,5,2023,15:55,1,1,3,75,75115,2,4,1,1,1
202300007948,1,5,2023,16:45,1,2,1,75,75113,2,4,2,1,2
202300007949,1,5,2023,13:15,1,1,3,94,94074,2,3,2,1,1
202300007949,1,5,2023,13:15,1,1,3,94,94074,2,3,2,1,1
202300007950,1,5,2023,20:04,1,1,3,94,94028,2,3,2,1,1
202300007951,1,5,2023,08:13,1,1,5,94,94017,2,2,3,3,1
202300007952,1,5,2023,13:00,1,1,2,94,94021,2,3,3,1,1
202300007953,1,5,2023,20:30,1,1,2,94,94002,2,3,3,1,1
202300007953,1,5,2023,20:30,1,1,2,94,94002,2,3,1,1,1
202300007954,1,5,2023,18:45,1,1,3,93,93066,2,4,2,1,1
202300007954,1,5,2023,18:45,1,1,3,93,93066,2,4,2,1,1
202300007955,1,5,2023,01:30,5,1,3,93,93066,2,3,2,1,1
202300007955,1,5,2023,01:30,5,1,3,93,93066,2,3,2,1,1
202300007956,1,5,2023,08:20,1,1,3,93,93048,2,4,2,1,1
202300007956,1,5,2023,08:20,1,1,3,93,93048,2,4,2,2,1
202300007957,1,5,2023,17:50,1,1,3,93,93057,2,4,2,1,1
202300007957,1,5,2023,17:50,1,1,3,93,93057,2,4,1,1,1
202300007958,1,5,2023,19:15,1,1,6,93,93008,2,4,2,1,1
202300007958,1,5,2023,19:15,1,1,6,93,93008,2,4,2,1,1
202300007959,1,5,2023,17:10,1,1,3,92,92012,2,3,2,1,1
202300007960,1,5,2023,16:00,1,1,6,92,92012,2,3,2,1,2
202300007961,1,5,2023,02:00,5,1,1,92,92014,2,3,1,1,1
202300007961,1,5,2023,02:00,5,1,1,92,92014,2,3,2,2,1
202300007962,30,4,2023,17:30,1,1,6,40,40304,2,6,-1,1,1
202300007963,2,5,2023,04:30,3,1,5,21,21016,1,1,3,1,1
202300007964,1,5,2023,13:15,1,1,7,62,62390,2,3,2,1,1
202300007965,1,5,2023,18:15,2,1,7,974,97413,1,3,2,2,1
202300007966,30,4,2023,16:40,1,1,7,87,87201,1,3,2,2,1
202300007966,30,4,2023,16:40,1,1,7,87,87201,1,3,2,1,-1
202300007967,1,5,2023,15:45,1,6,7,34,34095,1,7,2,2,1
202300007968,1,5,2023,19:10,1,1,7,57,57106,2,3,2,1,1
202300007969,29,4,2023,15:40,1,1,6,19,19095,1,3,2,3,1
202300007970,1,5,2023,11:50,1,1,3,59,59536,1,3,2,1,1
202300007970,1,5,2023,11:50,1,1,3,59,59536,1,3,2,1,1
202300007971,2,5,2023,14:00,1,1,2,79,79174,1,4,2,1,1
202300007972,2,5,2023,16:35,1,1,2,2B,2B286,2,2,2,1,1
202300007973,1,5,2023,15:05,1,2,7,2B,2B281,1,3,2,2,2
202300007974,2,5,2023,15:00,1,1,1,82,82079,1,3,2,1,1
202300007975,2,5,2023,11:00,1,1,2,41,41229,1,1,2,1,1
202300007976,1,5,2023,15:35,1,2,1,69,69012,1,3,2,2,2
202300007977,2,5,2023,17:00,1,1,3,12,12012,2,3,2,1,1
202300007977,2,5,2023,17:00,1,1,3,12,12012,2,3,2,1,1
202300007978,30,4,2023,06:30,2,1,6,41,41097,1,3,2,1,2
202300007979,1,5,2023,13:00,1,1,1,34,34101,1,3,2,1,1
